Item Number,Context
1.1,"O objeto do presente instrumento é a contratação de serviços de comunicação de dados, interligando a Sede da ANS com todos os núcleos regionais, em território"
1.2,"Este Termo de Contrato vincula-se ao Edital do Pregão, iden Ɵﬁcado no preâmbulo e à proposta vencedora, independentemente de transcrição."
1.3,Objeto da contratação:                             
2,CLÁUSULA SEGUNDA - VIGÊNCIA
2.1,"O prazo de vigência deste Termo de Contrato é aquele ﬁxado no Edital, com início na data de .........../......../........ e encerramento em .........../........./.........., podendo ser"
2.1.1,Esteja formalmente demonstrado que a forma de prestação dos serviços tem natureza con Ɵnuada;
2.1.2,"Seja juntado relatório que discorra sobre a execução do contrato, com informações de que os serviços tenham sido prestados regularmente;    "
2.1.3,"Seja juntada jus ƟﬁcaƟva e moƟvo, por escrito, de que a Administração mantém interesse na realização do serviço;  "
2.1.4,Seja comprovado que o valor do contrato permanece economicamente vantajoso para a Administração;     
2.1.5,Haja manifestação expressa da contratada informando o interesse na prorrogação;
2.1.6,Seja comprovado que o contratado mantém as condições iniciais de habilitação.  
2.2,A CONTRATADA não tem direito subje Ɵvo à prorrogação contratual.
2.3,A prorrogação de contrato deverá ser promovida mediante celebração de termo adi Ɵvo.
3,CLÁUSULA TERCEIRA - PREÇO
3.1,"O valor mensal da contratação é de R$ ............ (......), perfazendo o valor total de R$ .......... (.....)."
3.2,"No valor acima estão incluídas todas as despesas ordinárias diretas e indiretas decorrentes da execução do objeto, inclusive tributos e/ou impostos, encargos sociais,"
3.3,"O valor acima é meramente es ƟmaƟvo, de forma que os pagamentos devidos à CONTRATADA dependerão dos quan ƟtaƟvos de serviços efe Ɵvamente prestados."
4,CLÁUSULA QUARTA - DOTAÇÃO ORÇAMENTÁRIA
4.1,"As despesas decorrentes desta contratação estão programadas em dotação orçamentária própria, prevista no orçamento da União, para o exercício de 2023, na"
4.2,"No(s) exercício(s) seguinte(s), as despesas correspondentes correrão à conta dos recursos próprios para atender às despesas da mesma natureza, cuja alocação será feita"
5,CLÁUSULA QUINTA - PAGAMENTO
5.1,O prazo para pagamento à CONTRATADA e demais condições a ele referentes encontram-se deﬁnidos no Termo de Referência e no Anexo XI da IN SEGES/MP n. 5/2017.
6,CLÁUSULA SEXTA - REAJUSTE DE PREÇOS EM SENTIDO AMPLO
6.1,"As regras acerca do reajuste do valor contratual são as estabelecidas no Termo de Referência, anexo a este Contrato."
7,CLÁUSULA SÉTIMA - GARANTIA DE EXECUÇÃO
7.1,"Será exigida a prestação de garan Ɵa na presente contratação, conforme regras constantes do Termo de Referência."
8,CLÁUSULA OITAVA - REGIME DE EXECUÇÃO DOS SERVIÇOS E FISCALIZAÇÃO
8.1,"O regime de execução dos serviços a serem executados pela CONTRATADA, os materiais que serão empregados e a ﬁscalização pela CONTRATANTE são aqueles previstos"
9.1,"As obrigações da CONTRATANTE e da CONTRATADA (deveres e responsabilidades) são aquelas previstas no Termo de Referência, anexo do Edital."
9.2,"Os direitos rela Ɵvos aos so Ōwares desenvolvidos em decorrência deste contrato, ou de vínculo trabalhista, pertencem ao CONTRATANTE."
9.3,Os serviços em nuvem a serem contratados permi Ɵrão a portabilidade de dados e so Ōwares e que as informações do contratante estarão disponíveis para transferência
10,CLÁUSULA DÉCIMA - SANÇÕES ADMINISTRATIVAS
10.1,"As sanções relacionadas à execução do contrato são aquelas previstas no Edital e no Termo de Referência, que cons Ɵtui seu anexo."
11,CLÁUSULA DÉCIMA PRIMEIRA - RESCISÃO
11.1,O presente Termo de Contrato poderá ser rescindido:
11.1.1,"por ato unilateral e escrito da Administração, nas situações previstas nos incisos I a XII e XVII do art. 78 da Lei nº 8.666, de 1993, e com as consequências indicadas no"
11.1.2,"amigavelmente, nos termos do art. 79, inciso II, da Lei nº 8.666, de 1993."
11.2,"Os casos de rescisão contratual serão formalmente mo Ɵvados, assegurando-se à CONTRATADA o direito à prévia e ampla defesa."
11.3,"A CONTRATADA reconhece os direitos da CONTRATANTE em caso de rescisão administra Ɵva prevista no art. 77 da Lei nº 8.666, de 1993."
11.4,"O termo de rescisão, sempre que possível, será precedido de Relatório indica Ɵvo dos seguintes aspectos, conforme o caso:"
11.4.1,Balanço dos eventos contratuais já cumpridos ou parcialmente cumpridos;
11.4.2,Relação dos pagamentos já efetuados e ainda devidos;
11.4.3,Indenizações e multas.
12,CLÁUSULA DÉCIMA SEGUNDA - VEDAÇÕES E PERMISSÕES
12.1,"É vedado à CONTRATADA interromper a execução dos serviços sob alegação de inadimplemento por parte da CONTRATANTE, salvo nos casos previstos em lei."
12.2,"É permi Ɵdo à CONTRATADA caucionar ou u Ɵlizar este Termo de Contrato para qualquer operação ﬁnanceira, nos termos e de acordo com os procedimentos previstos na"
12.2.1,"A cessão de crédito, a ser feita mediante celebração de termo adi Ɵvo, dependerá de comprovação da regularidade ﬁscal e trabalhista da cessionária, bem como da"
12.2.2,"A crédito a ser pago à cessionária é exatamente aquele que seria des Ɵnado à cedente (contratada) pela execução do objeto contratual, com o desconto de eventuais"
13,CLÁUSULA DÉCIMA TERCEIRA - ALTERAÇÕES
13.1,"Eventuais alterações contratuais reger-se-ão pela disciplina do art. 65 da Lei nº 8.666, de 1993."
13.2,"A CONTRATADA é obrigada a aceitar, nas mesmas condições contratuais, os acréscimos ou supressões que se ﬁzerem necessários, até o limite de 25% (vinte e cinco por"
13.3,As supressões resultantes de acordo celebrado entre as partes contratantes poderão exceder o limite de 25% (vinte e cinco por cento) do valor inicial atualizado do
14,CLÁUSULA DÉCIMA QUARTA - DOS CASOS OMISSOS
14.1,"Os casos omissos serão decididos pela CONTRATANTE, segundo as disposições con Ɵdas na Lei nº 8.666, de 1993, na Lei nº 10.520, de 2002 e demais normas federais"
15,CLÁUSULA DÉCIMA QUINTA - PUBLICAÇÃO
15.1,"Incumbirá à CONTRATANTE providenciar a publicação deste instrumento, por extrato, no Diário Oﬁcial da União, no prazo previsto na Lei nº 8.666, de 1993."
16,CLÁUSULA DÉCIMA SEXTA - FORO
